experiment_type,article,expected_summary,summary_zero_shot,rouge1_zero_shot,rouge2_zero_shot,rougeL_zero_shot,bert_f1_zero_shot,summary_one_shot,rouge1_one_shot,rouge2_one_shot,rougeL_one_shot,bert_f1_one_shot,summary_two_shot,rouge1_two_shot,rouge2_two_shot,rougeL_two_shot,bert_f1_two_shot
ET2,"Le dernier tour de tissu devrait se situer à plusieurs centimètres au-dessus de la cheville pour la stabiliser correctement.  Utilisez des agrafes métalliques ou du ruban adhésif médical pour maintenir le reste du bandage en place. Vous pouvez glisser le bout de bandage qui dépasse dans les couches autour du membre, s'il ne dépasse pas de trop. Si vous bandez le pied d'un enfant, il pourrait y avoir trop de bandage à la fin et il vous faudra le couper.",Terminez le bandage.,"Le dernier tour de bandage doit être situé quelques centimètres au-dessus de la cheville pour une bonne stabilisation. Utilisez des agrafes métalliques ou du ruban adhésif médical pour maintenir le bandage en place. Si le bandage dépasse, il peut être glissé",0.08,0.041666666666666664,0.08,0.6784555912017822,"""Fixez correctement le dernier tour de bandage au-dessus de la cheville et utilisez des agrafes ou du ruban adhésif pour le maintenir.""",0.14814814814814814,0.0,0.14814814814814814,0.702485978603363,"""Assurez-vous que le bandage est bien positionné et maintenu en place avec des agrafes ou du ruban adhésif.""",0.1739130434782609,0.09523809523809525,0.1739130434782609,0.7030895352363586
ET2,"Lorsque vous appliquez une lotion hydratante sur votre corps avant de mettre du fond de teint, ce dernier restera moins longtemps en place. Il est donc important que vous sautiez cette étape, tout du moins sur la zone de votre corps sur laquelle vous avez un bleu . Si votre peau est très sèche, appliquez une légère couche d'une lotion fluide avant de mettre votre fond de teint.",N'utilisez pas d'hydratant pour la peau.,"Il est recommandé de ne pas appliquer de lotion hydratante sur la zone où vous avez un bleu avant le fond de teint, car cela peut affecter la tenue du maquillage. Si votre peau est très sèche, une légère couche de lotion fluide peut être acceptable avant l'application du fond de",0.09375,0.0,0.09375,0.7039583921432495,"""Évitez d'appliquer de la lotion hydratante sur les zones avec des bleus avant d'appliquer le fond de teint.""",0.14285714285714288,0.0,0.14285714285714288,0.7307145595550537,"""Évitez d'appliquer de la lotion hydratante sur les zones avec des bleus avant de mettre du fond de teint, mais une légère couche peut aider si votre peau est très sèche.""",0.13636363636363638,0.0,0.13636363636363638,0.7104300260543823
ET2,"De nombreuses personnes choisissent des briquettes, car elles prennent feu plus vite, brulent plus longtemps et ne coutent pas cher . Le charbon de bois dur brule plus vite que les briquettes, mais il va donner à la viande une saveur délicieuse de fumée . Vous obtiendrez toujours la saveur classique du barbecue, combinée aux flammes des briquettes qui durent plus longtemps .",Utilisez des briquettes pour l’allumer plus facilement. Choisissez un charbon de bois dur pour une saveur plus intense. Utilisez un mélange de briquettes et de charbon.,"Les briquettes sont populaires en raison de leur temps d'allumage rapide, de leur longue durée de combustion et de leur faible coût. En revanche, le charbon de bois dur s'enflamme plus rapidement et offre une saveur fumée délicieuse à la viande. L'utilisation combinée des",0.3291139240506329,0.12987012987012986,0.17721518987341772,0.6921308636665344,"""Les briquettes sont populaires pour leur rapidité d'allumage et leur coût, tandis que le charbon de bois dur apporte une saveur fumée à la viande.""",0.32727272727272727,0.1509433962264151,0.2909090909090909,0.7037304639816284,"""Choisissez entre briquettes pour une combustion lente et économique, ou charbon de bois dur pour une saveur fumée.""",0.46808510638297873,0.3111111111111111,0.3829787234042553,0.7599018216133118
ET2,"Les supermarchés et les quincailleries vendent des nettoyants qui sont destinés aux cuisinières à plaque vitrocéramique. En fait, certains produits sont disponibles sous forme de liquide pouvant être déversé, tandis que d'autres sont présentés dans un flacon. Il vous revient de choisir le type de produits que vous voulez utiliser .",Achetez un nettoyant spécial.,"Les supermarchés et quincailleries proposent des nettoyants pour cuisinières à plaque vitrocéramique, disponibles sous forme liquide ou en flacon, laissant le choix au consommateur.",0.06451612903225806,0.0,0.06451612903225806,0.6995384693145752,"""Choisissez parmi divers nettoyants pour cuisinières vitrocéramiques disponibles en liquide ou en flacon.""",0.1,0.0,0.1,0.7374067306518555,"""Choisissez parmi les nettoyants pour cuisinières vitrocéramiques, disponibles en liquide ou en flacon.""",0.1,0.0,0.1,0.733188271522522
ET2,"Dans la fenêtre des préférences, cliquez sur Barre latérale. Trouvez la partie Appareils et l’icône de votre Mac avec le nouveau nom. Selon vos désirs, cochez ou décochez les autres appareils, puis fermez la fenêtre. Votre appareil apparaitra alors dans la barre latérale de toute fenêtre du Finder.",Activez votre ordinateur. Cochez la case située à droite de votre nom.,"Pour faire apparaître votre Mac avec un nouveau nom dans la barre latérale du Finder, ouvrez les préférences et sélectionnez ""Barre latérale"". Trouvez l'icône de votre Mac et ajustez les sélections des autres appareils selon vos préférences, puis fermez la fenêtre",0.15384615384615385,0.03174603174603175,0.12307692307692308,0.7297722697257996,"""Modifiez les préférences pour afficher votre Mac dans la barre latérale du Finder.""",0.14285714285714288,0.0,0.14285714285714288,0.7547383904457092,"""Modifiez les préférences de la barre latérale dans Finder pour afficher votre Mac avec un nouveau nom.""",0.25,0.0,0.18749999999999997,0.7470954656600952
ET2,"Les bâtonnets en métal sont plus indiqués pour les cuticules dures et résistantes alors que ceux en bois conviennent mieux aux cuticules souples. Vous trouverez votre bonheur parmi les différents types d’extrémités suivants : arrondis et peu tranchants, pointus ou en forme de cuillère et coupants ou encore incurvés. Le modèle le plus courant possède un côté arrondi et un autre coupant.",Vous pouvez choisir un bâtonnet en métal ou en bois. Choisissez l’extrémité de votre bâtonnet.,"Les bâtonnets en métal sont recommandés pour les cuticules dures, tandis que ceux en bois sont idéaux pour les cuticules souples. Il existe plusieurs types d'extrémités : arrondies et peu tranchantes, pointues, coupantes, et incur",0.29508196721311475,0.20338983050847456,0.29508196721311475,0.6739956140518188,"""Choisissez des bâtonnets en métal pour cuticules dures et en bois pour cuticules souples. Plusieurs types d'extrémités sont disponibles.""",0.45454545454545453,0.28571428571428575,0.4090909090909091,0.7672300934791565,"""Choisissez le bon type de bâtonnet pour vos cuticules selon leur résistance.""",0.23529411764705882,0.0625,0.23529411764705882,0.7610794901847839
ET2,Vous pourriez aussi laisser le sac ainsi suspendu pendant toute la nuit pour obtenir un nettoyage intégral. Plus longtemps vous laissez la pomme tremper dans le vinaigre et plus elle sera propre .,Patientez pendant au moins une heure.,"Vous pouvez laisser le sac suspendu toute la nuit pour un nettoyage complet, et plus vous laissez la pomme dans le vinaigre, plus elle sera propre.",0.0,0.0,0.0,0.6582639813423157,"""Faites tremper la pomme dans du vinaigre pour un nettoyage complet.""",0.0,0.0,0.0,0.6541834473609924,"""Pour un nettoyage complet, laissez la pomme tremper dans le vinaigre pendant toute la nuit.""",0.09523809523809522,0.0,0.09523809523809522,0.6815409660339355
ET2,"Après avoir saisi chaque face de la viande pendant 3 min, éteignez le gril et réglez le four sur 250 °C. De cette façon, les steaks finiront d'atteindre le degré de cuisson souhaité . Vous n'avez pas besoin de les retourner de nouveau. Laissez-les simplement dans la poêle pour qu'ils terminent de cuire.",Allumez le four à 250 °C.,"Pour cuire les steaks, saisissez chaque face pendant 3 minutes, puis éteignez le gril et préchauffez le four à 250 °C. Laissez les steaks dans la poêle pour qu'ils finissent de cuire sans les retourner.",0.19047619047619047,0.15,0.19047619047619047,0.7545589208602905,"""Grillez la viande 3 minutes de chaque côté, puis terminez la cuisson au four sans la retourner.""",0.1739130434782609,0.0,0.08695652173913045,0.7242712378501892,"""Grillez la viande trois minutes de chaque côté, puis terminez la cuisson au four à 250 °C sans retourner.""",0.25,0.1818181818181818,0.25,0.7829009294509888
ET2,Versez de l'eau d'une profondeur de quelques centimètres dans une casserole. Mettez un verre doseur résistant à la chaleur à l'intérieur .,Préparez un bain-marie.,Versez quelques centimètres d'eau dans une casserole et placez-y un verre doseur résistant à la chaleur.,0.08333333333333333,0.0,0.08333333333333333,0.6362180709838867,"""Remplissez une casserole d'eau et placez-y un verre doseur résistant à la chaleur.""",0.1,0.0,0.1,0.6385186910629272,"""Remplissez une casserole de quelques centimètres d'eau et placez-y un verre doseur résistant à la chaleur.""",0.08333333333333333,0.0,0.08333333333333333,0.6201322674751282
ET2,Utilisez des ciseaux pour couper les excès de tissu. Vous pouvez laisser le nœud au-dessus ou le glisser sous le bracelet.,Coupez les excès de tissu.,"Utilisez des ciseaux pour enlever l'excès de tissu, en conservant le nœud visible ou en le cachant sous le bracelet.",0.27586206896551724,0.22222222222222218,0.27586206896551724,0.7805109620094299,"""Coupez le tissu en excès avec des ciseaux et ajustez le nœud au-dessus ou dessous du bracelet.""",0.30769230769230765,0.08333333333333333,0.23076923076923075,0.7700090408325195,"""Coupez l'excès de tissu avec des ciseaux et ajustez le nœud selon vos préférences.""",0.39999999999999997,0.2608695652173913,0.39999999999999997,0.803860604763031
ET2,Il est malpoli de boire son café avec la main gauche . Un invité devrait toujours accepter de boire au moins une tasse et il est habituel de boire au moins 3 tasses lors d'une visite.,"Utilisez votre main droite pour verser, recevoir et boire le café. Proposez plusieurs fois de servir.","Il est considéré comme impoli de boire son café avec la main gauche. Lors d'une visite, un invité doit accepter de boire au moins une tasse, et il est d'usage de consommer au moins trois tasses.",0.1818181818181818,0.0,0.1090909090909091,0.6815910339355469,"""Il est impoli de boire son café avec la main gauche et habituel d'en boire au moins 3 tasses lors d'une visite.""",0.25,0.0,0.15,0.6870052814483643,"""Acceptez d'offrir et de boire au moins trois tasses de café, et évitez de le faire avec la main gauche.""",0.3243243243243243,0.0,0.2162162162162162,0.7398204207420349
ET2,"Utilisez votre crayon pour dessiner une forme de haricot sur le papier. Vous pouvez faire le contour du cerveau de la taille que vous voulez. Pour ce faire, dessinez un cercle avec une courbe au milieu en bas .  Si vous préférez, vous pouvez aussi dessiner un ovale à la place, mais le milieu doit être moins large que les bords.",Dessinez une forme en haricot pour le contour.,"Dessinez une forme de haricot sur le papier en traçant d'abord un cercle avec une courbe en bas au centre, ou optez pour un ovale plus étroit au milieu que sur les bords.",0.32558139534883723,0.0975609756097561,0.23255813953488372,0.7811083197593689,"""Tracez une forme de haricot ou un cercle pour dessiner un cerveau.""",0.4,0.1111111111111111,0.4,0.7985368371009827,"""Dessinez une forme de haricot ou un cercle pour créer le contour d'un cerveau.""",0.5833333333333334,0.27272727272727276,0.5833333333333334,0.8178790807723999
ET2,"Sous le champ de l'adresse IP, l'adresse de réseau apparaitra en bleu, à côté Network. Quant à l'adresse de diffusion, elle sera elle aussi en bleu, mais sur la ligne Broadcast, sous l'adresse précédente.",Cliquez sur le petit bouton Calculate (Calculer).,"L'adresse de réseau apparaîtra en bleu à côté de ""Network"" et l'adresse de diffusion sera également en bleu sur la ligne ""Broadcast"" en dessous.",0.05714285714285715,0.0,0.05714285714285715,0.6488343477249146,"""L'adresse de réseau et l'adresse de diffusion apparaissent en bleu sous le champ de l'adresse IP.""",0.07407407407407408,0.0,0.07407407407407408,0.6416352391242981,"""Les adresses IP de réseau et de diffusion apparaissent en bleu, respectivement sous 'Network' et 'Broadcast'.""",0.0,0.0,0.0,0.6311153769493103
ET2,"Commencez par déplier complètement l'une des deux épingles à cheveux. Elle doit former une longue pièce de métal plate. Elle vous permettra de déplacer les goupilles situées dans le cylindre. De ce fait, elle remplace schématiquement le côté cranté de la clé. Retirez les éventuels embouts qui protègent les extrémités de l'épingle. Généralement, ils se retirent facilement avec les doigts ou les dents. Si vous en avez la possibilité, vous pouvez utiliser un outil tel qu'une pince coupante.",Fabriquez votre crochet .,"Pour commencer, dépliez complètement une épingle à cheveux afin d'obtenir une pièce de métal plate, qui servira à déplacer les goupilles du cylindre, remplaçant ainsi le côté cranté d'une clé. Retirez les embouts de protection aux extrémités de",0.0,0.0,0.0,0.5993527770042419,"""Dépliez une épingle à cheveux pour l'utiliser comme un outil de manipulation des goupilles.""",0.0,0.0,0.0,0.660650908946991,"""Dépliez une épingle à cheveux pour manipuler les goupilles dans un cylindre en retirant les embouts.""",0.0,0.0,0.0,0.6807896494865417
ET2,"Pour l'activer, vous devez presser sur la touche Verr num (verrouillage numérique), Num Lock en anglais. Le pavé numérique est situé (dans la plupart des cas) sur la droite du clavier de l'ordinateur. Il y a 2 touches Alt, une est à droite de la barre d'espace et l'autre à sa gauche.  Vous devriez maintenant voir le symbole Pi. Facultatif : appuyez sur la touche Verr num afin de désactiver le pavé numérique.",Activez le pavé numérique. Maintenez la touche Alt enfoncée. Tapez 210 sur le pavé numérique. Lâchez la touche Alt.,"Pour activer le pavé numérique, appuyez sur la touche Verr num (Num Lock) située généralement à droite du clavier. Il y a deux touches Alt, une à gauche et l'autre à droite de la barre d'espace. Une fois activé, le symbole Pi devrait apparaître.",0.39436619718309857,0.14492753623188404,0.25352112676056343,0.7005189061164856,"""Activez le pavé numérique en appuyant sur Verr num et utilisez-le pour afficher le symbole Pi.""",0.3902439024390244,0.20512820512820512,0.34146341463414637,0.7232559323310852,"""Activer le pavé numérique avec la touche Verr num pour accéder au symbole Pi.""",0.358974358974359,0.21621621621621623,0.358974358974359,0.7392747402191162
ET2,"com/history principale. Choisissez si vous voulez ou non désactiver l'historique web. Allez aux paramètres de confidentialité et choisissez de le désactiver. Même en réglant de cette façon vos paramètres de confidentialité, Google recueillera des données sur vos recherches, pour ses programmes internes, notamment analytiques.",Retournez à la page Google. Cliquez sur le bouton Sélectionnez tout puis sur Supprimer des éléments.,"L'utilisateur peut choisir de désactiver l'historique web dans les paramètres de confidentialité, mais Google continuera à collecter des données sur les recherches pour ses programmes internes, y compris des analyses.",0.15686274509803924,0.0,0.11764705882352942,0.6515166759490967,"""Vous pouvez désactiver l'historique web dans les paramètres de confidentialité, mais Google continuera à collecter des données sur vos recherches.""",0.19999999999999998,0.0,0.09999999999999999,0.6335177421569824,"""Configurez vos paramètres de confidentialité pour désactiver l'historique web, mais sachez que Google continuera à collecter des données sur vos recherches.""",0.19512195121951217,0.0,0.09756097560975609,0.6507369875907898
ET2,"C'est l'acétone dans le dissolvant qui aide à dissoudre la SuperGlue pour pouvoir l'enlever. Il faut donc un dissolvant à base d'acétone pour que cette méthode fonctionne .  Lisez la liste d'ingrédients sur le flacon de dissolvant. Elle devrait inclure de l'acétone, probablement vers le haut de la liste. Si votre dissolvant ne contient pas d'acétone, essayez une autre méthode. Vous pouvez aussi aller acheter un dissolvant à l'acétone dans un supermarché.",Choisissez le dissolvant.,"L'acétone présente dans le dissolvant est essentielle pour dissoudre la SuperGlue. Il est important de choisir un dissolvant contenant de l'acétone, vérifiable dans la liste des ingrédients. Si ce n'est pas le cas, il est conseillé d'essayer une autre méthode ou d",0.07272727272727274,0.03773584905660377,0.07272727272727274,0.5980473756790161,"""Utilisez un dissolvant à base d'acétone pour enlever la SuperGlue.""",0.14285714285714288,0.0,0.14285714285714288,0.701842188835144,"""Utilisez un dissolvant contenant de l'acétone pour enlever la SuperGlue.""",0.13333333333333333,0.0,0.13333333333333333,0.7069447040557861
ET2,"Cherchez des fleurs avec des tiges d’au moins 10 cm de long. Cherchez de fleurs complètement ouvertes et en bonne condition pour faire une chaine aussi belle que possible. Si vous voulez conserver votre chaine de pâquerettes longtemps, accrochez-la dans un endroit bien ventilé pour la laisser sécher. Il est possible que les fleurs fanent ou changent de couleur, mais la chaine devrait tenir .",Cueillez les pâquerettes. Faites sécher la chaine (facultatif).,"Recherchez des fleurs avec des tiges d'au moins 10 cm, en pleine floraison et en bon état pour réaliser une belle chaîne. Pour la conserver longtemps, suspendez-la dans un endroit bien ventilé pour sécher. Bien que les fleurs puissent faner ou changer de couleur, la",0.13333333333333333,0.034482758620689655,0.09999999999999999,0.6459839940071106,"""Choisissez des fleurs ouvertes avec des tiges de 10 cm et laissez sécher la chaîne dans un endroit ventilé.""",0.19354838709677416,0.13793103448275865,0.19354838709677416,0.704014003276825,"""Choisissez des fleurs à tiges longues et en bonnes conditions pour créer une belle chaîne, puis laissez-la sécher dans un endroit ventilé.""",0.17142857142857143,0.06060606060606061,0.11428571428571428,0.6867759823799133
ET2,Ouvrez Chrome en appuyant sur son icône sur le bureau. Commencez à ouvrir quelques sites dans différents onglets de navigation. Cela se trouve dans le coin supérieur droit de la fenêtre. C'est un bouton carré avec des barres horizontales. Cliquez sur Outils dans le menu et sélectionnez Gestionnaire de tâches dans le sous-menu. Vous pouvez aussi ouvrir le gestionnaire de tâches en appuyant simultanément sur les boutons Shift + ESC sur le clavier.,Ouvrez Google Chrome. Cliquez sur le bouton Personnaliser et contrôler. Ouvrez le gestionnaire de tâches de Google Chrome.,"Pour ouvrir Chrome, cliquez sur son icône sur le bureau, puis ouvrez plusieurs sites dans des onglets. Allez dans le coin supérieur droit pour accéder au menu, cliquez sur Outils et sélectionnez Gestionnaire de tâches. Vous pouvez également utiliser le raccourci Shift + ESC pour ouvrir",0.3142857142857143,0.1764705882352941,0.28571428571428575,0.7140559554100037,"""Pour ouvrir le gestionnaire de tâches dans Chrome, utilisez le menu ou les touches Shift + ESC.""",0.37837837837837834,0.22857142857142856,0.3243243243243243,0.746153712272644,"""Ouvrez Chrome, lancez des onglets, puis accédez au Gestionnaire de tâches via le menu ou en utilisant Shift + ESC.""",0.3414634146341463,0.15384615384615385,0.2926829268292683,0.7289363145828247
ET2,"Cherchez Nokia PC Suite dans le menu Démarrer de votre bureau Windows. Cliquez dessus pour le lancer. Selon le téléphone que vous possédez, vous avez la possibilité de faire plusieurs choses avec Nokia PC Suite. Naviguez dans les menus et les fonctionnalités. Tous les téléphones connectés seront listés sur le côté gauche de la fenêtre du programme.",Ouvrez Nokia PC Suite. Familiarisez-vous avec l'application.,"Pour lancer Nokia PC Suite, recherchez-le dans le menu Démarrer de Windows. Selon votre modèle de téléphone, vous pourrez accéder à différentes fonctionnalités. Les téléphones connectés s'afficheront sur le côté gauche de la fenêtre du programme.",0.1724137931034483,0.07142857142857142,0.1724137931034483,0.7171682715415955,"""Lancez Nokia PC Suite depuis le menu Démarrer pour accéder aux fonctionnalités de votre téléphone.""",0.2758620689655173,0.14814814814814814,0.2758620689655173,0.7325339913368225,"""Accédez à Nokia PC Suite via le menu Démarrer et explorez les options disponibles pour votre téléphone.""",0.2758620689655173,0.14814814814814814,0.2758620689655173,0.7238339781761169
ET2,"Pour cela, cliquez sur le logo Windows en bas à gauche de votre écran ou appuyez sur la touche ⊞ Win. Cela lancera la recherche du programme d’invite de commande. Cela devrait être la première icône en haut de la fenêtre du menu Démarrer. Cela lancera le programme d’invite de commande. Tapez ipconfig /flushdns, puis appuyez sur Entrée. Cela videra le cache DNS de votre PC. Vous devriez maintenant être en mesure de vous connecter au page précédemment inaccessible à cause d’une erreur DNS.",Cliquez sur Démarrer. Tapez cmd. Cliquez sur l’invite de commande. Entrez la commande. Relancez votre navigateur.,"Pour vider le cache DNS de votre PC, cliquez sur le logo Windows ou appuyez sur la touche ⊞ Win pour ouvrir le menu Démarrer. Sélectionnez l'invite de commande, puis tapez ""ipconfig /flushdns"" et appuyez sur Entrée.",0.41379310344827586,0.17857142857142858,0.2758620689655173,0.7252795696258545,"""Videz le cache DNS de votre PC en utilisant l'invite de commande.""",0.3225806451612903,0.20689655172413793,0.2580645161290323,0.7189733386039734,"""Videz le cache DNS de votre PC en lançant l'invite de commande et en tapant 'ipconfig /flushdns'.""",0.27027027027027023,0.17142857142857143,0.21621621621621623,0.6941416263580322
ET2,"Lisez les instructions du produit pour savoir pendant combien de temps vous devez attendre. En général, il vous faudra au minimum une heure, mais au cas où vous ne seriez pas sûr si le produit est sec ou non, vous pouvez le toucher doucement avec votre doigt. Vous saurez que l’apprêt a séché s’il ne laisse aucun résidu sur vos doigts après que vous l’avez touché.",Attendez que l’apprêt soit complètement sec avant de continuer.,"Pour déterminer le temps de séchage d'un produit, consultez les instructions. Généralement, attendez au moins une heure. Pour vérifier si l'apprêt est sec, touchez-le délicatement; s'il ne laisse pas de résidu sur vos doigts, il est prêt.",0.1935483870967742,0.06666666666666667,0.1935483870967742,0.6724721789360046,"""Attendez au moins une heure et vérifiez le séchage de l’apprêt en touchant doucement.""",0.33333333333333337,0.14285714285714285,0.26666666666666666,0.725999116897583,"""Vérifiez les instructions du produit pour le temps de séchage et testez en touchant légèrement.""",0.12903225806451615,0.0,0.06451612903225808,0.6846814155578613
ET2,"Vous allez économiser de l’argent en construisant votre propre cadre, si vous avez le temps, les compétences et les outils nécessaires pour le faire correctement. Si vous n’êtes pas sûr de vous, il est généralement plus simple d’acheter un cadre à assembler ou tout prêt. En général, ce genre de produits ne coute pas plus cher et vous vous épargnerez beaucoup de problèmes.",Décidez d’acheter ou de construire le cadre.,"Construire votre propre cadre peut vous faire économiser de l'argent si vous avez le temps, les compétences et les outils appropriés. Sinon, il est souvent plus simple d'acheter un cadre préassemblé, qui n'est généralement pas plus cher et vous évite des complications.",0.20338983050847456,0.03508771929824561,0.10169491525423728,0.6613247990608215,"""Construire votre propre cadre peut économiser de l'argent, mais acheter un cadre tout prêt est souvent plus simple et sans tracas.""",0.25,0.0,0.125,0.6623679995536804,"""Construire votre propre cadre peut économiser de l'argent, mais l'achat d'un cadre préfabriqué est souvent plus simple et sans tracas.""",0.24242424242424243,0.0,0.12121212121212122,0.6622781753540039
ET2,"Les coques de cacahouètes vides sont pratiques pour faire de petites bombes à paillettes. Elles sont légères, faciles à transporter et faciles à mettre dans de petits paquets. Il vous faut :   un sachet de cacahouètes non décortiquées des ciseaux des paillettes de plusieurs couleurs un pistolet à colle et des bâtons de colle chaude de la peinture acrylique (facultatif) des pinceaux (facultatif)",Rassemblez le matériel.,"Les coques de cacahouètes vides sont idéales pour créer de petites bombes à paillettes. Elles sont légères et faciles à transporter. Pour réaliser ce projet, il vous faut des cacahouètes non décortiquées, des ciseaux, des paillettes",0.0,0.0,0.0,0.5887247323989868,"""Utilisez des coques de cacahouètes vides pour créer des bombes à paillettes avec des matériaux simples.""",0.0909090909090909,0.0,0.0909090909090909,0.6812277436256409,"""Utilisez des coques de cacahouètes vides pour créer des bombes à paillettes avec des fournitures simples.""",0.0,0.0,0.0,0.6721518039703369
ET2,"Pour cette méthode, vous faites en gros fondre du polystyrène dans du diluant pour peinture, créant ainsi une substance de type plastique demi-dure à laquelle vous pouvez donner plusieurs formes et aspects. Pour ce faire, vous aurez besoin :   D'acétone ou de diluant pour peinture, habituellement disponible dans les magasins de bricolage D'un bocal à conserves ou autre conteneur en verre De tasses en polystyrène ou autre forme de polystyrène expansé De gants D'une protection pour les yeux",Procurez-vous les bons ingrédients.,"La méthode consiste à faire fondre du polystyrène dans du diluant pour peinture afin de créer une substance plastique demi-dure pouvant être modelée. Les matériaux nécessaires incluent de l'acétone ou du diluant, un bocal en verre, des tasses en polystyr",0.037037037037037035,0.0,0.037037037037037035,0.5831854343414307,"""Utilisez de l'acétone pour fondre le polystyrène et créer un plastique semi-dur, avec les équipements nécessaires.""",0.07142857142857144,0.0,0.07142857142857144,0.6737883687019348,"""Rassemblez les matériaux nécessaires et suivez le processus pour créer un plastique à partir de polystyrène fondu.""",0.07692307692307691,0.0,0.07692307692307691,0.7025548219680786
ET2,Elle doit être assez longue pour couvrir votre bras. Utilisez la chaussette la plus longue que vous puissiez trouver. Elle peut être de la couleur que vous voulez. Choisissez-en une de couleur unie ou avec plein de couleurs ! Elle pourrait même avoir des bandes ou des pois ! Assurez-vous seulement qu'elle n'a pas de trous.,Trouvez une chaussette propre.,"Choisissez une chaussette longue pour couvrir votre bras, de préférence sans trous. La chaussette peut être unie ou multicolore, avec des motifs comme des bandes ou des pois.",0.11764705882352941,0.0625,0.11764705882352941,0.7336862683296204,"""Choisissez une chaussette longue et sans trous, de la couleur de votre choix.""",0.23529411764705882,0.13333333333333333,0.23529411764705882,0.764127790927887,"""Choisissez une chaussette longue et en bon état pour couvrir votre bras.""",0.25,0.14285714285714288,0.25,0.7664591073989868
ET2,"Cette couleur est parfaite pour rehausser vos yeux bruns. Appliquez du fard à paupières doré pour faire ressortir les reflets dorés dans vos yeux. Vous pouvez utiliser un produit mat ou métallique afin d’apporter une touche vive à votre regard.  Vous pouvez aussi porter d’autres tons métalliques chauds, comme du bronze ou du cuivre, pour accentuer vos yeux.",Choisissez du doré.,"La couleur dorée est idéale pour mettre en valeur les yeux bruns. L'application de fard à paupières doré, mat ou métallique, peut raviver le regard. D'autres teintes métalliques chaudes, comme le bronze ou le cuivre, peuvent également être utilisées pour accentuer",0.0392156862745098,0.0,0.0392156862745098,0.5847744345664978,"""Utilisez des fards à paupières dorés ou métalliques chauds pour mettre en valeur vos yeux bruns.""",0.09523809523809525,0.0,0.09523809523809525,0.644188404083252,"""Utilisez des fards à paupières dorés ou métalliques pour accentuer vos yeux bruns.""",0.1111111111111111,0.0,0.1111111111111111,0.6505163311958313
ET2,"Prenons l'équation suivante : f(x) = ln(x-8) Elle doit être strictement positive. On ne peut calculer le log que d'une valeur strictement positive, c'est pour cela qu'on va le vérifier ici, avec notre équation : x - 8 > 0 Isolez l'inconnue d'un côté en ajoutant 8 des deux côtés :  x - 8 + 8 > 0 + 8 x > 8 Il se compose de toutes les valeurs qui vont de 8 (non compris) à + ∞ : D = (8,∞)",Inscrivez l'équation de votre fonction. Examinez l’expression entre parenthèses. Résolvez l'inéquation. Inscrivez le domaine de définition définitif (D).,"L'équation f(x) = ln(x-8) doit être strictement positive, ce qui nécessite que x - 8 > 0. En isolant x, on obtient x > 8. Ainsi, les valeurs admissibles de x vont de 8 (non compris) à",0.12698412698412698,0.03278688524590164,0.12698412698412698,0.6688859462738037,"""Déterminez que f(x) = ln(x-8) est strictement positive pour x > 8.""",0.05,0.0,0.05,0.6554529666900635,"""La fonction f(x) = ln(x-8) est définie pour x > 8, soit D = (8, ∞).""",0.14285714285714285,0.0,0.14285714285714285,0.6599732637405396
ET2,"Une fois que vous avez assaisonné la dinde, faites-la cuire en suivant les consignes dans votre recette. Les méthodes varient, mais en général, les dindes doivent cuire à environ 160 °C pendant au moins 2 heures . Il vous faut un thermomètre à viande pour vous assurer que la dinde est bien cuite. Elle doit avoir une température interne d'au moins 75 °C pour pouvoir être mangée sans risque .",Faites cuire la dinde.,"Pour cuire une dinde, assaisonnez-la puis suivez les instructions de votre recette. En général, elle doit cuire à environ 160 °C pendant au moins 2 heures. Utilisez un thermomètre à viande pour vérifier que la température interne atteint au moins 75 °C",0.12,0.0,0.08,0.6824604868888855,"""Assaisonnez et cuisez la dinde à 160 °C pendant au moins 2 heures, en vérifiant qu'elle atteint 75 °C à l'intérieur.""",0.14814814814814817,0.08,0.14814814814814817,0.6873738169670105,"""Assaisonnez la dinde et faites-la cuire à 160 °C pendant au moins 2 heures, en vérifiant qu'elle atteint 75 °C à l'intérieur.""",0.2758620689655173,0.07407407407407407,0.13793103448275865,0.7010643482208252
ET2,"Dans la plupart des aéroports, vous aurez un service de bus à votre disposition. Si vous prenez un taxi, ne choisissez que des taxis officiels. Vous devez dans certains cas acheter votre billet de bus et parfois prendre un ticket pour un taxi officiel à l'intérieur de l'aéroport ou à l'extérieur.",Foncez à la plage !,"La plupart des aéroports offrent un service de bus. Pour les taxis, il est recommandé de ne prendre que des taxis officiels. Parfois, il est nécessaire d'acheter son billet de bus ou de prendre un ticket pour un taxi officiel à l'intérieur ou à l'extérieur de l'aéroport",0.03508771929824561,0.0,0.03508771929824561,0.5787238478660583,"""Utilisez les services de bus et choisissez des taxis officiels dans les aéroports.""",0.0,0.0,0.0,0.6822609305381775,"""Utilisez le service de bus à l'aéroport et choisissez uniquement des taxis officiels.""",0.0,0.0,0.0,0.6719616651535034
